Randomizer Version: 4.4.0
Random Seed: 191563861191468
Settings String: 318WRIEEjIAAAMABgCRAAKeBnsECQEAFAACCQAuEgAAAAAABRi45ATkAYYICTIGBAIyAAIQRmlyZSBSZWQgKFUpIDEuMZoolK7jwziK

--Patching for National Dex at Start of Game--
Patch successful!

--Randomized Evolutions--
BULBASAUR       -> NIDORINA       
167 SPINARAK      |TM01 HEADBUTT |              - |        - |TM04 PAY DAY |TM05 ANCIENTPOWER |            - |TM07 OCTAZOOKA |TM08 SANDSTORM |               - |           - |TM11 STRING SHOT |TM12 GLARE |        - |TM14 EXTRASENSORY |               - |TM16 FAINT ATTACK |TM17 SKETCH |              - |           - |TM20 SAND-ATTACK |               - |               - |          - |TM24 SCREECH |               - |TM26 FIRE BLAST |TM27 PROTECT |               - |TM29 BLAST BURN |          - |TM31 ERUPTION |TM32 HYDRO PUMP |TM33 WITHDRAW |              - |                - |               - |TM37 HYPER FANG |            - |TM39 DIG |TM40 BRICK BREAK |                - |TM42 MUD SPORT |                - |TM44 HEAL BELL |              - |TM46 DRAGONBREATH |             - |           - |TM49 ODOR SLEUTH |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
168 ARIADOS       |            - |              - |        - |TM04 PAY DAY |                - |TM06 VICEGRIP |             - |             - |               - |           - |               - |         - |        - |TM14 EXTRASENSORY |TM15 DOUBLE TEAM |                - |          - |TM18 PAIN SPLIT |           - |               - |TM21 WATER SPORT |               - |TM23 ABSORB |TM24 SCREECH |TM25 FRUSTRATION |              - |           - |               - |              - |          - |TM31 ERUPTION |TM32 HYDRO PUMP |            - |              - |                - |               - |              - |TM38 ICE BALL |TM39 DIG |TM40 BRICK BREAK |TM41 IRON DEFENSE |             - |TM43 LIGHT SCREEN |TM44 HEAL BELL |TM45 SUPER FANG |                - |TM47 METRONOME |TM48 PSYBEAM |               - |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
169 CROBAT        |TM01 HEADBUTT |TM02 TRI ATTACK |TM03 WISH |           - |                - |            - |TM07 OCTAZOOKA |             - |               - |           - |               - |         - |TM13 WRAP |                - |               - |                - |TM17 SKETCH |TM18 PAIN SPLIT |TM19 THUNDER |TM20 SAND-ATTACK |               - |               - |          - |           - |               - |              - |TM27 PROTECT |               - |TM29 BLAST BURN |TM30 CHARGE |            - |              - |            - |              - |                - |TM36 WATER SPOUT |TM37 HYPER FANG |            - |       - |TM40 BRICK BREAK |                - |TM42 MUD SPORT |TM43 LIGHT SCREEN |TM44 HEAL BELL |              - |TM46 DRAGONBREATH |             - |TM48 PSYBEAM |TM49 ODOR SLEUTH |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
170 CHINCHOU      |            - |TM02 TRI ATTACK |        - |TM04 PAY DAY |TM05 ANCIENTPOWER |            - |             - |TM08 SANDSTORM |               - |           - |               - |         - |        - |                - |TM15 DOUBLE TEAM |                - |          - |TM18 PAIN SPLIT |TM19 THUNDER |TM20 SAND-ATTACK |               - |TM22 LOVELY KISS |          - |TM24 SCREECH |TM25 FRUSTRATION |              - |TM27 PROTECT |               - |TM29 BLAST BURN |          - |TM31 ERUPTION |TM32 HYDRO PUMP |TM33 WITHDRAW |              - |TM35 DYNAMICPUNCH |               - |TM37 HYPER FANG |TM38 ICE BALL |       - |               - |                - |TM42 MUD SPORT |                - |             - |TM45 SUPER FANG |                - |             - |TM48 PSYBEAM |               - |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
171 LANTURN       |            - |TM02 TRI ATTACK |TM03 WISH |TM04 PAY DAY |                - |            - |             - |TM08 SANDSTORM |               - |TM10 LOCK-ON |TM11 STRING SHOT |         - |TM13 WRAP |TM14 EXTRASENSORY |               - |                - |          - |              - |           - |TM20 SAND-ATTACK |TM21 WATER SPORT |TM22 LOVELY KISS |TM23 ABSORB |TM24 SCREECH |TM25 FRUSTRATION |TM26 FIRE BLAST |TM27 PROTECT |               - |TM29 BLAST BURN |          - |            - |TM32 HYDRO PUMP |TM33 WITHDRAW |              - |                - |               - |              - |            - |TM39 DIG |TM40 BRICK BREAK |                - |TM42 MUD SPORT |                - |             - |              - |TM46 DRAGONBREATH |             - |TM48 PSYBEAM |TM49 ODOR SLEUTH |          - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
172 PICHU         |            - |TM02 TRI ATTACK |        - |TM04 PAY DAY |                - |            - |TM07 OCTAZOOKA |TM08 SANDSTORM |TM09 DIZZY PUNCH |TM10 LOCK-ON |               - |TM12 GLARE |TM13 WRAP |                - |               - |TM16 FAINT ATTACK |          - |              - |TM19 THUNDER |               - |               - |TM22 LOVELY KISS |TM23 ABSORB |           - |TM25 FRUSTRATION |              - |           - |               - |              - |          - |TM31 ERUPTION |              - |TM33 WITHDRAW |TM34 STUN SPORE |                - |               - |              - |            - |TM39 DIG |TM40 BRICK BREAK |                - |             - |TM43 LIGHT SCREEN |             - |              - |                - |             - |TM48 PSYBEAM |               - |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
173 CLEFFA        |            - |TM02 TRI ATTACK |TM03 WISH |TM04 PAY DAY |TM05 ANCIENTPOWER |            - |             - |TM08 SANDSTORM |               - |TM10 LOCK-ON |TM11 STRING SHOT |TM12 GLARE |        - |                - |TM15 DOUBLE TEAM |                - |TM17 SKETCH |              - |TM19 THUNDER |               - |               - |TM22 LOVELY KISS |TM23 ABSORB |TM24 SCREECH |               - |TM26 FIRE BLAST |           - |               - |              - |TM30 CHARGE |TM31 ERUPTION |              - |TM33 WITHDRAW |TM34 STUN SPORE |TM35 DYNAMICPUNCH |TM36 WATER SPOUT |TM37 HYPER FANG |            - |       - |               - |TM41 IRON DEFENSE |TM42 MUD SPORT |                - |TM44 HEAL BELL |              - |                - |             - |           - |               - |          - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
174 IGGLYBUFF     |            - |TM02 TRI ATTACK |TM03 WISH |           - |                - |            - |TM07 OCTAZOOKA |TM08 SANDSTORM |TM09 DIZZY PUNCH |TM10 LOCK-ON |TM11 STRING SHOT |TM12 GLARE |        - |TM14 EXTRASENSORY |               - |                - |          - |              - |           - |               - |TM21 WATER SPORT |               - |          - |           - |               - |TM26 FIRE BLAST |           - |TM28 KARATE CHOP |              - |          - |            - |TM32 HYDRO PUMP |            - |              - |TM35 DYNAMICPUNCH |               - |TM37 HYPER FANG |TM38 ICE BALL |TM39 DIG |TM40 BRICK BREAK |TM41 IRON DEFENSE |TM42 MUD SPORT |TM43 LIGHT SCREEN |             - |              - |TM46 DRAGONBREATH |TM47 METRONOME |           - |TM49 ODOR SLEUTH |          - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
175 TOGEPI        |TM01 HEADBUTT |TM02 TRI ATTACK |TM03 WISH |           - |TM05 ANCIENTPOWER |TM06 VICEGRIP |             - |TM08 SANDSTORM |               - |TM10 LOCK-ON |TM11 STRING SHOT |         - |TM13 WRAP |TM14 EXTRASENSORY |               - |                - |TM17 SKETCH |TM18 PAIN SPLIT |           - |               - |               - |               - |          - |TM24 SCREECH |               - |              - |           - |               - |TM29 BLAST BURN |          - |            - |TM32 HYDRO PUMP |TM33 WITHDRAW |TM34 STUN SPORE |                - |               - |              - |TM38 ICE BALL |TM39 DIG |               - |                - |TM42 MUD SPORT |                - |             - |              - |                - |TM47 METRONOME |           - |TM49 ODOR SLEUTH |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
176 TOGETIC       |            - |              - |        - |TM04 PAY DAY |TM05 ANCIENTPOWER |TM06 VICEGRIP |TM07 OCTAZOOKA |             - |               - |TM10 LOCK-ON |TM11 STRING SHOT |         - |        - |TM14 EXTRASENSORY |TM15 DOUBLE TEAM |TM16 FAINT ATTACK |          - |              - |TM19 THUNDER |               - |TM21 WATER SPORT |               - |TM23 ABSORB |           - |TM25 FRUSTRATION |              - |           - |TM28 KARATE CHOP |TM29 BLAST BURN |          - |            - |              - |            - |              - |                - |               - |TM37 HYPER FANG |TM38 ICE BALL |       - |               - |                - |TM42 MUD SPORT |TM43 LIGHT SCREEN |TM44 HEAL BELL |TM45 SUPER FANG |                - |TM47 METRONOME |           - |TM49 ODOR SLEUTH |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
177 NATU          |TM01 HEADBUTT |TM02 TRI ATTACK |TM03 WISH |TM04 PAY DAY |                - |TM06 VICEGRIP |             - |             - |               - |           - |               - |TM12 GLARE |        - |TM14 EXTRASENSORY |               - |TM16 FAINT ATTACK |          - |              - |           - |TM20 SAND-ATTACK |TM21 WATER SPORT |               - |TM23 ABSORB |           - |TM25 FRUSTRATION |TM26 FIRE BLAST |TM27 PROTECT |               - |              - |TM30 CHARGE |TM31 ERUPTION |              - |TM33 WITHDRAW |TM34 STUN SPORE |TM35 DYNAMICPUNCH |TM36 WATER SPOUT |TM37 HYPER FANG |            - |       - |               - |TM41 IRON DEFENSE |TM42 MUD SPORT |TM43 LIGHT SCREEN |TM44 HEAL BELL |              - |                - |TM47 METRONOME |           - |               - |          - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
178 XATU          |TM01 HEADBUTT |              - |        - |TM04 PAY DAY |TM05 ANCIENTPOWER |TM06 VICEGRIP |             - |             - |TM09 DIZZY PUNCH |TM10 LOCK-ON |               - |         - |TM13 WRAP |                - |               - |                - |          - |              - |TM19 THUNDER |               - |TM21 WATER SPORT |TM22 LOVELY KISS |          - |TM24 SCREECH |TM25 FRUSTRATION |TM26 FIRE BLAST |TM27 PROTECT |               - |TM29 BLAST BURN |TM30 CHARGE |            - |TM32 HYDRO PUMP |            - |              - |                - |               - |              - |TM38 ICE BALL |       - |TM40 BRICK BREAK |                - |             - |TM43 LIGHT SCREEN |             - |              - |TM46 DRAGONBREATH |TM47 METRONOME |           - |               - |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
179 MAREEP        |TM01 HEADBUTT |              - |        - |           - |                - |            - |TM07 OCTAZOOKA |TM08 SANDSTORM |TM09 DIZZY PUNCH |           - |               - |         - |        - |TM14 EXTRASENSORY |TM15 DOUBLE TEAM |TM16 FAINT ATTACK |TM17 SKETCH |TM18 PAIN SPLIT |           - |               - |TM21 WATER SPORT |TM22 LOVELY KISS |          - |           - |TM25 FRUSTRATION |              - |TM27 PROTECT |               - |TM29 BLAST BURN |          - |TM31 ERUPTION |              - |            - |              - |TM35 DYNAMICPUNCH |               - |              - |            - |       - |               - |TM41 IRON DEFENSE |TM42 MUD SPORT |                - |TM44 HEAL BELL |TM45 SUPER FANG |                - |TM47 METRONOME |TM48 PSYBEAM |TM49 ODOR SLEUTH |          - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
180 FLAAFFY       |            - |TM02 TRI ATTACK |TM03 WISH |TM04 PAY DAY |                - |TM06 VICEGRIP |TM07 OCTAZOOKA |TM08 SANDSTORM |               - |TM10 LOCK-ON |               - |         - |TM13 WRAP |TM14 EXTRASENSORY |               - |                - |          - |              - |           - |               - |TM21 WATER SPORT |TM22 LOVELY KISS |          - |           - |               - |TM26 FIRE BLAST |TM27 PROTECT |               - |TM29 BLAST BURN |          - |            - |              - |TM33 WITHDRAW |TM34 STUN SPORE |TM35 DYNAMICPUNCH |TM36 WATER SPOUT |TM37 HYPER FANG |            - |       - |               - |TM41 IRON DEFENSE |             - |                - |TM44 HEAL BELL |TM45 SUPER FANG |                - |TM47 METRONOME |TM48 PSYBEAM |               - |          - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
181 AMPHAROS      |            - |              - |        - |           - |                - |            - |TM07 OCTAZOOKA |TM08 SANDSTORM |               - |           - |               - |TM12 GLARE |        - |                - |TM15 DOUBLE TEAM |TM16 FAINT ATTACK |          - |              - |TM19 THUNDER |TM20 SAND-ATTACK |               - |TM22 LOVELY KISS |          - |           - |               - |TM26 FIRE BLAST |TM27 PROTECT |               - |              - |TM30 CHARGE |TM31 ERUPTION |TM32 HYDRO PUMP |            - |              - |TM35 DYNAMICPUNCH |TM36 WATER SPOUT |TM37 HYPER FANG |TM38 ICE BALL |TM39 DIG |TM40 BRICK BREAK |TM41 IRON DEFENSE |TM42 MUD SPORT |TM43 LIGHT SCREEN |TM44 HEAL BELL |TM45 SUPER FANG |TM46 DRAGONBREATH |TM47 METRONOME |TM48 PSYBEAM |TM49 ODOR SLEUTH |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
182 BELLOSSOM     |            - |TM02 TRI ATTACK |TM03 WISH |TM04 PAY DAY |TM05 ANCIENTPOWER |            - |TM07 OCTAZOOKA |TM08 SANDSTORM |               - |TM10 LOCK-ON |TM11 STRING SHOT |TM12 GLARE |        - |TM14 EXTRASENSORY |TM15 DOUBLE TEAM |TM16 FAINT ATTACK |TM17 SKETCH |TM18 PAIN SPLIT |           - |TM20 SAND-ATTACK |               - |               - |          - |           - |TM25 FRUSTRATION |              - |           - |               - |TM29 BLAST BURN |          - |            - |TM32 HYDRO PUMP |TM33 WITHDRAW |              - |                - |               - |TM37 HYPER FANG |            - |TM39 DIG |               - |TM41 IRON DEFENSE |TM42 MUD SPORT |TM43 LIGHT SCREEN |TM44 HEAL BELL |              - |TM46 DRAGONBREATH |             - |TM48 PSYBEAM |               - |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
183 MARILL        |TM01 HEADBUTT |TM02 TRI ATTACK |        - |           - |                - |TM06 VICEGRIP |TM07 OCTAZOOKA |TM08 SANDSTORM |TM09 DIZZY PUNCH |           - |               - |TM12 GLARE |        - |                - |               - |                - |TM17 SKETCH |              - |           - |TM20 SAND-ATTACK |               - |TM22 LOVELY KISS |          - |           - |TM25 FRUSTRATION |TM26 FIRE BLAST |           - |               - |              - |          - |            - |TM32 HYDRO PUMP |            - |              - |TM35 DYNAMICPUNCH |TM36 WATER SPOUT |TM37 HYPER FANG |            - |       - |TM40 BRICK BREAK |TM41 IRON DEFENSE |TM42 MUD SPORT |                - |TM44 HEAL BELL |TM45 SUPER FANG |                - |             - |           - |               - |          - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
184 AZUMARILL     |TM01 HEADBUTT |TM02 TRI ATTACK |TM03 WISH |           - |TM05 ANCIENTPOWER |TM06 VICEGRIP |TM07 OCTAZOOKA |TM08 SANDSTORM |TM09 DIZZY PUNCH |TM10 LOCK-ON |               - |         - |TM13 WRAP |                - |               - |                - |TM17 SKETCH |              - |           - |TM20 SAND-ATTACK |               - |TM22 LOVELY KISS |TM23 ABSORB |TM24 SCREECH |               - |TM26 FIRE BLAST |TM27 PROTECT |               - |              - |TM30 CHARGE |TM31 ERUPTION |TM32 HYDRO PUMP |            - |              - |                - |TM36 WATER SPOUT |              - |            - |TM39 DIG |TM40 BRICK BREAK |                - |             - |TM43 LIGHT SCREEN |             - |TM45 SUPER FANG |                - |TM47 METRONOME |TM48 PSYBEAM |               - |          - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
185 SUDOWOODO     |TM01 HEADBUTT |              - |        - |           - |                - |TM06 VICEGRIP |TM07 OCTAZOOKA |TM08 SANDSTORM |TM09 DIZZY PUNCH |TM10 LOCK-ON |               - |TM12 GLARE |        - |TM14 EXTRASENSORY |TM15 DOUBLE TEAM |TM16 FAINT ATTACK |          - |              - |TM19 THUNDER |               - |TM21 WATER SPORT |               - |          - |TM24 SCREECH |TM25 FRUSTRATION |TM26 FIRE BLAST |TM27 PROTECT |TM28 KARATE CHOP |TM29 BLAST BURN |          - |TM31 ERUPTION |TM32 HYDRO PUMP |            - |TM34 STUN SPORE |                - |               - |              - |            - |       - |TM40 BRICK BREAK |TM41 IRON DEFENSE |             - |TM43 LIGHT SCREEN |             - |              - |TM46 DRAGONBREATH |             - |TM48 PSYBEAM |TM49 ODOR SLEUTH |TM50 SPLASH |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
186 POLITOED      |            - |              - |TM03 WISH |TM04 PAY DAY |                - |TM06 VICEGRIP |             - |TM08 SANDSTORM |TM09 DIZZY PUNCH |TM10 LOCK-ON |               - |TM12 GLARE |        - |TM14 EXTRASENSORY |               - |                - |TM17 SKETCH |TM18 PAIN SPLIT |TM19 THUNDER |TM20 SAND-ATTACK |TM21 WATER SPORT |               - |TM23 ABSORB |TM24 SCREECH |TM25 FRUSTRATION |TM26 FIRE BLAST |TM27 PROTECT |               - |              - |TM30 CHARGE |            - |              - |            - |TM34 STUN SPORE |                - |TM36 WATER SPOUT |              - |            - |       - |TM40 BRICK BREAK |TM41 IRON DEFENSE |TM42 MUD SPORT |                - |TM44 HEAL BELL |              - |TM46 DRAGONBREATH |             - |TM48 PSYBEAM |               - |          - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
